T,X2,X3,X4,Z,y
-0.8589966755951983,0.20298547426942734,-0.6379370324501129,-1.4661945527480327,0.9940211750022749,0.0
-0.8589966755951983,1.4281979531094018,0.5638466420144317,-0.8387846109005395,-0.3259394522838633,1.0
-0.8589966755951983,1.3262063302130476,0.375886094264929,0.8210949361637524,-0.92548819908757,0.0
-0.8589966755951983,1.2398641111464672,0.34809658626543855,-2.0773468077608537,1.483991794528286,0.0
1.1641488592573426,0.6465092523329257,0.5657310307118887,0.09854327265163315,-0.055256033421108894,0.0
-0.8589966755951983,0.1276290480444065,1.0036098672601632,0.5998679601072927,0.6767678639724188,1.0
1.1641488592573426,-0.7780970842006396,0.2867005293740088,-0.9379132095585497,-0.1098416188347574,0.0
1.1641488592573426,-1.120593571413258,0.0280389576852512,0.9087324970251152,-0.03286602014027581,0.0
1.1641488592573426,-0.904090443493389,-1.2445330086912596,0.31998584449941797,-1.4993341849087378,0.0
-0.8589966755951983,0.17759379192358354,-0.7226633667446352,1.252066262089683,-1.9145871721899452,1.0
1.1641488592573426,0.5621827866531212,1.3773993618363582,1.1482757390219163,-0.47568970116155956,1.0
1.1641488592573426,0.23524557750779032,0.9972139880221714,1.1806034702040897,-0.13818186548287512,0.0
1.1641488592573426,-1.0606592137079043,1.1050934098275058,0.408923608150139,1.7253121224531631,0.0
1.1641488592573426,1.9500759301987751,0.40236092862597617,-0.1437503120246557,0.29644160594778346,0.0
1.1641488592573426,-0.5430224126810759,-0.17046241870735762,-0.6674253791573009,0.14423322370255137,0.0
1.1641488592573426,-0.5755632289305588,-1.0654850416640267,0.08796327841236291,0.24574837228067803,1.0
1.1641488592573426,-1.0271210590135076,-0.7523919299698031,0.8423278976054831,1.0514657015233855,1.0
1.1641488592573426,1.4875688588441538,1.1895089992036534,-1.2331170994954346,-1.434196953924687,0.0
-0.8589966755951983,-0.5447315713462753,-0.3343313933044033,-1.2656616853611211,-0.44081818100113523,0.0
1.1641488592573426,-0.6652402804868135,1.695366506929315,0.6790807988127695,-0.1636394960093163,0.0
-0.8589966755951983,-0.9489313517441691,-0.6974964938958758,1.2376997832562702,0.4428576438463296,1.0
-0.8589966755951983,-1.2805624594342977,-0.5135413456205457,1.3842211364722672,0.35694723403101347,0.0
-0.8589966755951983,0.026165019196443897,-0.7075883150538517,0.13053967321853177,-0.7363281834607918,0.0
-0.8589966755951983,0.2548465327733565,-0.662280226253256,-0.5230185508631364,0.5215974839780861,0.0
-0.8589966755951983,1.8740845779565674,-1.214121619441033,0.4778456094207533,-1.1470395897096872,0.0
-0.8589966755951983,-0.20177484199292042,0.5898357601122151,-1.27083771799585,-0.22157270599605863,1.0
1.1641488592573426,0.7777877838637028,-0.9289350360165113,1.4872909979618492,1.651299310008232,0.0
1.1641488592573426,0.28641594018634714,-0.7307345683849737,-1.6323011522411557,1.819059630199757,0.0
1.1641488592573426,-0.9138371648450818,0.060449591726586885,-0.007023701541251592,0.364263111453816,0.0
-0.8589966755951983,-1.5648586547142,0.461456869575435,-0.5583550192826158,-0.004863148654866273,1.0
1.1641488592573426,1.6717374694746305,0.8393402087729295,-0.23914549993245143,0.7018148899206662,0.0
-0.8589966755951983,0.23239387992563934,0.05292248840651768,0.5439858215978762,0.37430864408150005,0.0
1.1641488592573426,-0.09898720049083388,-0.3943037079748331,-0.005481891723952516,1.3712070706379713,0.0
-0.8589966755951983,-0.9559326823851211,0.05045458491969125,-1.0731685353994944,-0.15255168172922837,1.0
-0.8589966755951983,0.8757470049898592,-1.6553461422645013,-1.1160174794617157,-0.32266314635498006,0.0
-0.8589966755951983,0.8763139982379121,1.3535828500166227,0.4818399596202512,-0.48301361978984536,0.0
-0.8589966755951983,-0.24182997957697655,0.827339621765279,-0.7653017731475187,0.21687072704006122,0.0
-0.8589966755951983,0.6747389218316543,1.3439204145308148,-0.011912192092939259,0.20855097069042042,0.0
-0.8589966755951983,0.4755825612001851,-0.21382670590299568,0.13059178842793318,-1.8043324004475967,1.0
1.1641488592573426,2.379552254126366,0.6525701380010287,-1.2814498640850354,0.2520544434206097,0.0
-0.8589966755951983,-0.8116250655051201,0.3067381023104351,0.13742831671679656,-0.7305797720986309,0.0
-0.8589966755951983,-0.7326780791520378,0.7472188855641719,1.5550529536076394,0.6981760069675602,1.0
1.1641488592573426,-1.1175909224394986,0.8354398484860908,0.2556314761328765,-0.15703106963202682,0.0
-0.8589966755951983,0.7604502985205688,0.21457437869336368,-0.6629077877597416,0.45766674764090176,0.0
-0.8589966755951983,0.22640105579425526,-0.24294403818879956,0.998764309027647,0.23589370098075452,0.0
-0.8589966755951983,-0.3962079070911816,-0.9788045194861009,-0.6304577321723001,0.19047215261255596,0.0
-0.8589966755951983,0.04169338758640025,-0.7007624299991467,-0.39080325010650563,0.5155816342448495,1.0
1.1641488592573426,-0.7178044695174425,2.6967446918535725,1.011540634368821,0.9872402498698808,1.0
-0.8589966755951983,0.33923603121248014,1.0265550199220683,0.8299488928376948,0.549110070189992,1.0
1.1641488592573426,-0.9864562205710733,0.5775611104228793,1.065154797768732,-0.5891333423497678,1.0
-0.8589966755951983,-1.437701179839309,-0.291844624373826,0.260376445769765,0.7928315655924322,0.0
1.1641488592573426,-1.3877383152060458,0.6180885893138747,-0.011448179788284763,1.2687923077104968,0.0
