X1,X2,X3,X4,Z
1.2271784592671682,0.005804499553574899,1.2125371147342934,-1.250536553017311,1.0688552109837486
-0.42298133426311685,1.0777683072716,-0.010433181142127324,1.1778009395745428,-0.2667021464869419
0.7346712072052217,0.519563800985311,0.4135034196212448,0.27237461706243765,0.06687863510827358
0.6842394242193943,1.542668106597265,-2.2879982963884253,1.809138170641996,1.0155490472474429
-1.283650719676925,-1.1857662979754102,-0.6152515511084731,-0.6794834285269895,-1.388235215680069
0.1605438753530166,0.8055129700429335,-0.5997485722991516,-0.35899988871459426,-0.3544248354234564
1.9733628699360297,0.8263892172041725,1.0169938742453926,0.4220540002545353,3.096716150730158
-0.7884822728232345,2.3013451634852484,0.6866141620348524,-0.16442925200164965,0.7476268268738031
0.07119750866944247,0.742550846803024,-0.12555151327680802,1.0098300164445644,0.09912406846296748
-0.1253994302556334,0.9534945957810963,0.5908720255904482,-0.1857759821120602,-0.3913602560710855
0.2978867827684477,1.548447208776716,0.582386284528327,-1.2207128387817576,-0.958090482642026
-0.963910208792948,-1.1335725145059254,1.071804307314408,-1.2312967864331656,-2.3615829865757787
-0.2543909242688343,3.011511556672376,0.8203414825070441,0.6184762090103548,-0.13422045626084056
1.0070517739952227,-0.3214086971487162,-1.1956634296796576,0.02851740636999242,0.9582352761376935
1.6669820103114938,1.67615321090614,0.892089521369797,0.1057379701920948,-0.37123986248304686
-2.3724268340966845,-1.3956762828002973,-1.0144625278200052,0.5276005713219291,-0.2648780301419593
-1.113456344869146,0.40219235940620734,-0.6857760046099741,0.021472419936810608,0.1799455725183292
1.7466488204944683,-0.20942263247431575,0.3876566714340018,0.6908510205734396,1.7421190641697528
-0.02280292671476941,-1.544726583541186,0.46953847019220124,2.0110163829592174,-0.3959539180768407
1.1694711088470975,-0.18978311278315985,-1.818786470874514,0.17297858249163509,0.7340924358137162
0.7111992795915547,0.8553264469262494,1.5774062270503355,0.7398229117253098,-0.008970361959329765
0.055344773975954054,1.2035537431361545,3.0000776638238764,0.44777364718956725,0.7828337208053412
0.5521475174234058,0.10743217808606305,0.10019237665333025,0.4064784989795257,-0.3446228577051851
-0.5793350338822698,0.3453012526158891,-0.49401924989256213,0.9206495143299536,-0.8611565939053608
-0.2899272363204076,0.5495218801842023,0.39635919708661066,0.8433147844399951,0.200656637381246
0.03621384208554229,2.3948603210454835,0.4002777666093702,-0.9078710522159203,0.24875079981509607
