T,X2,X3,X4,Z,y
0.0,1.542668106597265,-2.2879982963884253,1.809138170641996,1.507527561050602,0.0
1.0,0.5495218801842023,0.39635919708661066,0.8433147844399951,0.049763378179657924,1.0
0.0,1.194645818645578,0.040844634514627054,1.572882948133997,-2.697615489852436,0.0
1.0,0.6239027491953555,2.2188630867753956,1.2128431505952153,-0.22713156049684607,0.0
1.0,-1.3956762828002973,-1.0144625278200052,0.5276005713219291,1.260289848673151,1.0
1.0,0.7024424983049209,0.8442955422420093,-0.3202085310331008,-0.9821927667831567,0.0
0.0,0.5804768874100947,-1.0710790758694042,-0.48750154708201715,1.974261941057668,1.0
0.0,0.40219235940620734,-0.6857760046099741,0.021472419936810608,-2.379319564994008,1.0
0.0,-0.9734023649850936,-0.5645696006643981,0.11159412869487065,-1.0867297827371387,1.0
1.0,-1.4098766338227886,0.6686709198464318,-0.8711145334341466,1.7877584019087773,1.0
1.0,0.3244459496390285,0.6181381047243413,-0.024670110218371052,0.5683248594740762,0.0
0.0,0.9054436203815024,0.17689090085516124,0.9177274850791822,-1.956827706029316,0.0
1.0,1.123934191147224,0.3873070181419626,0.11758910206146576,2.8341310006378557,1.0
0.0,-0.6449774966736073,1.5991024135254994,-1.6364962434576003,1.1013412942733891,0.0
1.0,-1.3670274162134557,-1.245370419166456,0.7551821764924436,2.246080366636897,1.0
1.0,1.9072066838175954,-2.433741892630897,0.18561980251015192,0.9258312476274446,1.0
1.0,-0.20942263247431575,0.3876566714340018,0.6908510205734396,-0.19210668599308703,1.0
1.0,-1.5227782517799628,0.9305640699107587,-1.0080012153598177,0.20855520889509951,1.0
1.0,-1.0007119046723938,-1.292838104639896,-1.4862033274253872,0.4906795473602714,0.0
1.0,-0.028233750309434924,0.20053127899445805,-0.522718995450081,1.1732218461166215,1.0
0.0,-1.1857662979754102,-0.6152515511084731,-0.6794834285269895,-1.3618512512421357,1.0
1.0,-0.7850290283968427,-0.4935213594986068,1.1312423801962386,-0.15491520716047624,1.0
1.0,1.548447208776716,0.582386284528327,-1.2207128387817576,-0.10736769769720866,0.0
1.0,0.1430677386785546,-0.3264414377114747,0.6500757957562231,2.760813381660261,1.0
1.0,0.8553264469262494,1.5774062270503355,0.7398229117253098,0.49834482451784967,0.0
0.0,-1.4078666779233417,0.9330348583274868,0.8394466831757907,0.7669527404087294,1.0
1.0,1.3999336715124724,0.627774936025581,0.4636342996205048,0.9356694371766918,0.0
0.0,-1.1335725145059254,1.071804307314408,-1.2312967864331656,-0.32673382919823746,1.0
1.0,1.5660720327998576,0.5483319184761258,-0.28399055373103144,0.2065631164093349,1.0
0.0,1.5511576974685624,1.2588260910669375,-0.8057319569504089,-1.3455069329797522,1.0
0.0,-0.5508659782868217,-1.0567358541045244,-0.27848474232992726,1.038455591631207,1.0
0.0,-0.21583157665048058,0.5097191783011804,-0.08626541826155666,-0.08353566728221218,0.0
0.0,1.4518027009492798,0.27627649830303613,1.495939707313174,-0.10409481015864841,1.0
0.0,0.538672788259514,0.3033114708797893,0.896594912294298,-0.9291520451564687,1.0
0.0,-0.2094492261308747,-0.35434726189252114,-0.23289397093221836,-0.5010233970004443,0.0
1.0,0.9090734423199203,-1.337632048218513,-0.21670032606895062,1.056531006803445,1.0
1.0,1.3019512308306733,-0.3063954603533253,-0.1585682906614623,0.8748689025625418,0.0
1.0,-0.4099915398742943,0.5632550210701479,-0.07446044329603937,1.7610439498198556,1.0
0.0,2.0302093847195186,1.6556900834110857,-0.9884245608400422,-0.2023669055736469,1.0
1.0,1.5517273785349985,-0.3609761944976072,0.976672987544598,1.25353108525765,1.0
