T,X2,X3,X4,y,Z,split
0.0,-0.1025516845532972,-0.9994621770044517,-1.7728779339482659,0.0,0.8253556638807009,train
0.0,-0.6028523537454131,-1.156698134928426,-0.5813985036615472,0.0,-1.5037794027992764,test
0.0,1.269456275130271,0.3512534010487725,-1.0554227043984168,1.0,-0.7704778358115186,train
0.0,0.15103159107936048,-0.944779033292986,-0.36251188545247504,0.0,-1.5634202215536863,test
0.0,1.1552448049962654,0.1399997076436037,0.8426812018887186,0.0,-1.4953327709280302,train
0.0,-0.24837971060489578,0.09331445336521227,-2.697654504223678,0.0,0.033006744628850004,test
1.0,0.019545647811988143,-0.4744552924403358,-0.6316082182794264,0.0,-1.618395574703994,test
0.0,1.0585577291935033,0.1087663649390021,-2.4717421886634283,0.0,1.4177305516924552,train
1.0,0.39411168145174896,0.3533713139667498,0.016429599817800317,0.0,-0.44322135656294204,train
0.0,0.2767909794368105,-0.44280804490324244,0.5245599182922496,0.0,-0.9326127313528061,calibration
0.0,1.1439153952411294,0.23273305733456162,-1.6434024837784866,0.0,0.2680558794392994,test
1.0,-0.29474125355087566,-1.948169882624684,0.06098937462385601,0.0,-0.5701168878684979,test
0.0,-0.18693673480345877,0.8455145993122565,0.5897039372603761,1.0,0.4417961461467161,train
1.0,-1.2011799654226598,0.039761757673684506,-1.1687781467679053,0.0,-0.5092153748712834,train
1.0,-1.5847117321446904,-0.250954634758091,0.9428964234706894,0.0,-0.4161518118254068,train
0.0,-1.3623225328045998,-1.1699400052697482,0.703999654113528,0.0,-0.7696898253770053,calibration
1.0,-1.3422688743281506,-1.6812309945567259,0.26965340234367713,0.0,-2.189113046571668,train
0.0,-0.12037371066976466,0.39045756873206855,1.8452907449857274,1.0,0.8146846876204751,test
0.0,-0.1309856018451277,-1.0946882830288538,1.3355051291938909,1.0,-2.6911542546591307,train
1.0,0.29968187101248867,1.265626225026975,1.2168186873861455,1.0,-0.9515260116481075,train
1.0,-0.06642642531242343,0.8383261061535755,1.2537860642941923,0.0,-0.5434787567144165,train
1.0,-1.5175965033574985,0.9595745626603285,0.37135543060256077,0.0,1.7094870294981739,train
1.0,1.8538616341322494,0.16975545483644028,-0.2606377333846393,0.0,-0.018018617128590098,train
0.0,1.3525912336844566,0.04790409196602294,-1.3854825981248347,0.0,0.6832175260105329,calibration
1.0,-0.9379404653237006,-0.47405543655419113,-0.8594701560791951,0.0,-0.20203867825746236,train
1.0,-0.9743800704370615,-1.4799943798305386,0.00433117470642902,1.0,-0.07930677892779459,train
0.0,-1.9957917224593387,0.9175623046613215,1.104135019702509,1.0,0.1421695149489971,test
1.0,-1.4800400664222677,-1.128100979768361,0.8669614980860378,1.0,0.8948061443733087,train
1.0,1.3359405434906666,1.0544514144795287,-1.5063494227266756,0.0,-2.1103620799649914,train
0.0,-1.4635909933079176,-1.2041883628670458,-0.6490687590319637,0.0,-0.3614590171262104,test
0.0,-0.9398544021579353,-0.658231991329289,-1.5435647770994734,0.0,-0.9093663146792569,train
1.0,-1.0748015325598002,1.6229976765717156,0.68028532844679,0.0,-0.5742570532613447,train
0.0,-1.392482273311615,-1.0664025874165801,1.3190767867629472,1.0,0.15899849485232237,train
0.0,-1.7638468547924755,-0.8596506654874646,1.4866267474728305,0.0,0.05513273770663685,train
0.0,-0.3005573986517169,-1.0777450447478283,0.053018093850738635,0.0,-1.2666381542104375,train
1.0,-0.9819144358663363,0.8471520148264575,0.005897274456208135,1.0,1.5470826981060433,test
0.0,1.8837357287644867,0.33611582373818344,-0.11252386226852143,0.0,-0.8613782988438301,calibration
0.0,-0.044477035221963224,-1.0268221185547675,-0.6943381949290812,0.0,0.2541950272678513,train
0.0,-0.8798226508898721,-1.8337332993254871,-1.975912706437194,0.0,2.261393669424275,test
0.0,1.7687655859413751,-1.647050852087389,0.4501690529959769,0.0,-1.7631885870405872,train
1.0,0.8213869866934067,-3.1966503035069387,1.0378203614275074,1.0,1.372706854854518,test
1.0,1.0756394862513563,-0.9870420938749263,-0.26000773866284566,1.0,-1.0204671455630752,calibration
1.0,-0.5220530374222841,-0.9600902859158313,0.5919348092233103,0.0,2.278712095980695,calibration
1.0,-0.19294753728682548,0.021894534115968756,1.8663781473803884,1.0,0.7087874349571294,test
0.0,-1.5316920036022255,-0.38151066116667504,0.98316844162518,1.0,-2.1490363133080277,test
0.0,-0.5558072506423462,0.3804632392421408,-1.549483669094031,1.0,-0.6442983524716323,train
1.0,0.5411189910461865,-1.326522316820919,1.6044890990271095,0.0,1.6200054774999921,train
1.0,-0.009125225636963219,-1.1037597141198705,-1.962823997152428,0.0,1.8228278445816226,train
1.0,-1.3531833724305544,-0.21452748965336213,-0.10428824771807671,0.0,0.06397763961477498,train
0.0,-1.1811562088606502,-0.9828130799366959,1.8450315398824009,0.0,-1.6357191245506477,calibration
0.0,-2.0822052208459163,0.236174902642396,-0.7347461202270533,1.0,-0.38229631683547544,train
1.0,1.5421748122993835,0.6608877056085712,-0.3697239493868954,0.0,0.47207802141602173,train
0.0,0.7165050401098081,-0.964157974309953,-0.4282456887196929,1.0,-0.3487978664102038,calibration
0.0,0.5632641037577866,-0.5426987762309576,0.7402866982455525,0.0,-1.5114131509587525,test
0.0,-0.06961979123783901,-0.22298739464962827,0.5258016465284969,0.0,0.07612269694309032,train
1.0,-0.7061193564558257,-0.7469442926018142,1.7367820731866594,0.0,0.24406105551809718,test
1.0,-0.4407043891113519,-0.7256364180979847,-0.10252515879867707,0.0,1.2813737264076324,train
0.0,-1.4003224492269446,-0.22576113484565274,-1.323445190397001,1.0,-0.5608518765456498,train
0.0,0.6928347537255751,-0.6308216624100039,-0.9467909299878088,0.0,-1.322391370837366,test
0.0,0.6508149282249683,-2.1429544402787437,-1.3724437748115308,0.0,-0.7665167792099276,train
1.0,-0.3579785686490171,-0.1315439731916942,-1.15586609982914,1.0,-1.23984341112793,test
0.0,0.6514498542176842,1.2388582349025135,0.4547366685980578,0.0,-0.9603806353803841,train
0.0,-0.6006614849410186,0.6473999372510599,-0.9713936785388253,0.0,-0.11421987611763512,train
0.0,0.42572361156215943,1.2279983751707446,-0.10987832985892668,0.0,-0.12427846848590252,train
0.0,0.20270587649412197,-0.5227936741346104,0.05307768858622211,1.0,-2.557856143632053,train
1.0,2.334794488719388,0.45097201989407704,-1.5616188604587282,0.0,-0.07168273365817479,train
0.0,1.510857293166063,-0.4282670889752889,-1.5414966039987017,0.0,0.10856779816380943,test
0.0,-1.238725010071097,0.062282501204060314,0.060895389017247115,0.0,-1.2596883200774238,train
0.0,-1.1503192065552756,0.5573501813662116,1.6819761871332373,1.0,0.46767860888963086,train
1.0,-1.5813493289996994,0.6565039903764598,0.19606295525417972,0.0,-0.5662674602574905,train
0.0,0.5217042623338259,-0.04130267794761647,-0.854304204191974,0.0,0.17690271369587007,train
1.0,-0.5550685119174842,-0.5106051166280161,0.32239043194511047,1.0,-0.13048143520174482,calibration
0.0,-0.07633062919553552,-0.555519392702314,1.045849516876988,0.0,-0.09122108475160329,train
0.0,0.5021739624723285,1.0972861435321837,-1.4524411562224542,0.0,0.08954098045367595,calibration
0.0,-0.7735357814462915,-1.3825719117880453,-0.8171969469944902,0.0,-0.14613577462602212,train
0.0,0.8702504203522369,-1.2323239158050532,-0.2613887323163353,0.0,-0.3298351875730806,test
0.0,-1.3373203679661625,-1.1132043931056739,0.04493450543374508,0.0,-0.3470755601209895,test
1.0,-0.3481804608281599,-3.789795540131143,1.2200932994351594,1.0,-2.3721542568556866,test
0.0,0.7671650067069071,-0.8829626194301257,-1.3347249130690135,1.0,-1.5340269414145618,test
0.0,-0.28316854129034696,-1.0700732569932656,-0.5431474779394411,1.0,0.24692185992107074,train
0.0,-0.2710993844335402,0.24297765112078323,1.018958704195545,0.0,-2.1573066525104947,test
1.0,-1.1336635560780524,2.7484723710940044,1.0604594884746066,1.0,0.8171575197380019,train
0.0,0.05002336007420999,0.8713032464704508,0.8528058701386709,1.0,0.2874577669530496,train
